DateTime,Global_active_power,temperature,hour,day_of_week,day_of_month,is_weekend,lag_1,lag_24,lag_168,trend,seasonal,residual
2021-10-11 20:00:00+00:00,118.38135135,26.521502,20,0,11,0,111.9346431,88.2125034,107.38671905,223.95712803975687,-30.56452863366233,-75.01124805609459
2021-10-11 21:00:00+00:00,127.09950353333332,26.671501,21,0,11,0,118.38135135,96.14682263333334,107.77773625,224.93764323072912,-31.77077271068106,-66.06736698671475
2021-10-11 22:00:00+00:00,137.37251634999998,26.421501,22,0,11,0,127.09950353333332,114.74991785,131.65503271666665,223.16728611111108,-25.05981475049016,-60.734955010620936
2021-10-11 23:00:00+00:00,248.08380135,26.5715,23,0,11,0,137.37251634999998,240.086557,219.41333255,221.5303775298611,-3.1395964303519466,29.69302025049082
2021-10-12 00:00:00+00:00,322.4185053833333,27.521502,0,1,12,0,248.08380135,312.1705341333334,329.1824559,220.4812950659722,27.743341114363684,74.1938692029974
2021-10-12 01:00:00+00:00,352.0896752,28.3215,1,1,12,0,322.4185053833333,329.98957905000003,342.07048463333336,219.4480423701389,43.54479499530347,89.09683783455765
2021-10-12 02:00:00+00:00,363.0717805666666,29.021502,2,1,12,0,352.0896752,255.53512125833333,326.9253017666667,218.2626899486111,47.87758035725775,96.93151026079772
2021-10-12 03:00:00+00:00,387.67673005,29.521502,3,1,12,0,363.0717805666666,306.17537300000004,340.3188582,216.9502463770833,51.10714901478964,119.61933465812704
2021-10-12 04:00:00+00:00,363.08705085,29.271502,4,1,12,0,387.67673005,361.9305126333333,350.67820166666667,215.44823147326392,52.3914961562403,95.24732322049582
2021-10-12 05:00:00+00:00,337.37588309166665,28.271502,5,1,12,0,363.08705085,367.81272801666665,337.5565419833334,214.1208249836805,47.7660253936212,75.48903271436492
2021-10-12 06:00:00+00:00,388.84927285,28.3215,6,1,12,0,337.37588309166665,324.82244535,316.168699,212.95930598576385,49.775565777608605,126.11440108662757
2021-10-12 07:00:00+00:00,385.6657539166666,27.8715,7,1,12,0,388.84927285,391.53660786666666,304.3512930166667,211.79578051354164,46.775634586122266,127.09433881700268
2021-10-12 08:00:00+00:00,366.75778053333335,26.9715,8,1,12,0,385.6657539166666,279.54701414166664,299.9096479,210.5278341204861,36.506574833022846,119.72337157982444
2021-10-12 09:00:00+00:00,221.51278081666663,26.4715,9,1,12,0,366.75778053333335,261.6588180416667,222.18037916666665,209.3659837451389,11.653490215403323,0.4933068561244464
2021-10-12 10:00:00+00:00,138.7855531,26.271502,10,1,12,0,221.51278081666663,183.61665761666663,150.5225977,208.46384939756945,-16.941371865514252,-52.736924432055176
2021-10-12 11:00:00+00:00,107.6022223,26.171501,11,1,12,0,138.7855531,141.34272968333337,129.39418343333332,207.5205316788194,-34.69441249247242,-65.22389688634698
2021-10-12 12:00:00+00:00,104.14126223333332,26.2215,12,1,12,0,107.6022223,120.75671311666666,128.795396,206.63934559166665,-45.831010998411536,-56.66707235992177
2021-10-12 13:00:00+00:00,86.01291406666668,26.3715,13,1,12,0,104.14126223333332,118.99359258333334,118.74817115,201.32948619895836,-48.103011930623126,-67.21356020166853
2021-10-12 14:00:00+00:00,92.97697178333333,26.271502,14,1,12,0,86.01291406666668,116.8932095,110.5544942,196.0847237354167,-42.69522443575677,-60.412527516326605
2021-10-12 15:00:00+00:00,86.32475321666668,26.1215,15,1,12,0,92.97697178333333,125.40580693333332,108.79417861666668,196.55711553368056,-29.78037275730271,-80.45198955971117
2021-10-12 16:00:00+00:00,82.85508239999999,26.021502,16,1,12,0,86.32475321666668,115.87074406666667,108.71012493333332,198.86424711909723,-25.61201780483985,-90.3971469142574
2021-10-12 17:00:00+00:00,81.51548851666666,25.8215,17,1,12,0,82.85508239999999,112.21533835,114.77764093333332,199.56203054531252,-26.21158784295227,-91.83495418569362
2021-10-12 18:00:00+00:00,86.90553606666667,25.4715,18,1,12,0,81.51548851666666,111.95859813333333,105.67046111666669,199.4565342003472,-27.11266830467591,-85.43832982900462
2021-10-12 19:00:00+00:00,81.1384825,26.0715,19,1,12,0,86.90553606666667,111.9346431,101.78083701666668,200.64898959930557,-27.62526148599872,-91.88524561330682
2021-10-12 20:00:00+00:00,88.31608508333333,25.521502,20,1,12,0,81.1384825,118.38135135,105.89176811666668,200.28864533298605,-30.56452863366233,-81.40803161599038
2021-10-12 21:00:00+00:00,101.39595178333336,25.6215,21,1,12,0,88.31608508333333,127.09950353333332,111.75213326666668,199.23751271736108,-31.77077271068106,-66.07078822334667
2021-10-12 22:00:00+00:00,119.77361941666666,25.421501,22,1,12,0,101.39595178333336,137.37251634999998,124.80500216666664,199.07339220625,-25.05981475049016,-54.23995803909317
2021-10-12 23:00:00+00:00,220.4034477833333,26.421501,23,1,12,0,119.77361941666666,248.08380135,198.2836942,199.2771566659722,-3.1395964303519466,24.265887547713067
2021-10-13 00:00:00+00:00,307.80192676666667,26.771502,0,2,13,0,220.4034477833333,322.4185053833333,274.65991883333334,199.0222581881944,27.743341114363684,81.03632746410858
2021-10-13 01:00:00+00:00,111.83300296666668,27.421501,1,2,13,0,307.80192676666667,352.0896752,306.4169683,198.54312646805556,43.54479499530347,-130.2549184966923
2021-10-13 02:00:00+00:00,351.57985455,27.671501,2,2,13,0,111.83300296666668,363.0717805666666,328.24193851666666,198.0869067583333,47.87758035725775,105.61536743440894
2021-10-13 03:00:00+00:00,421.84346238333336,28.3715,3,2,13,0,351.57985455,387.67673005,345.0414899,197.5600905055556,51.10714901478964,173.17622286298814
2021-10-13 04:00:00+00:00,439.66263461666665,28.2215,4,2,13,0,421.84346238333336,363.08705085,259.8728293333333,197.25725967118052,52.3914961562403,190.0138787892458
2021-10-13 05:00:00+00:00,294.2939037833333,27.3715,5,2,13,0,439.66263461666665,337.37588309166665,351.16320371666666,197.15200279930556,47.7660253936212,49.37587559040656
2021-10-13 06:00:00+00:00,426.8674276,27.5715,6,2,13,0,294.2939037833333,388.84927285,343.64945131666667,196.8726401180556,49.775565777608605,180.21922170433584
2021-10-13 07:00:00+00:00,404.8854583166667,26.7215,7,2,13,0,426.8674276,385.6657539166666,355.37387301666666,196.47474234687505,46.775634586122266,161.63508138366942
2021-10-13 08:00:00+00:00,330.24155135,26.5715,8,2,13,0,404.8854583166667,366.75778053333335,289.91472260000006,196.19600504930557,36.506574833022846,97.53897146767162
2021-10-13 09:00:00+00:00,207.57464445,26.5715,9,2,13,0,330.24155135,221.51278081666663,225.62932596666667,195.84803373506944,11.653490215403323,0.0731204995272332
2021-10-13 10:00:00+00:00,144.84590493333332,26.2215,10,2,13,0,207.57464445,138.7855531,150.48357671666665,195.55012168680557,-16.941371865514252,-33.76284488795797
2021-10-13 11:00:00+00:00,111.32256453333332,26.2215,11,2,13,0,144.84590493333332,107.6022223,153.99624926666667,195.19995419097216,-34.69441249247242,-49.18297716516642
2021-10-13 12:00:00+00:00,88.18579306666668,26.421501,12,2,13,0,111.32256453333332,104.14126223333332,130.03848791666667,195.3228190652777,-45.831010998411536,-61.30601500019953
2021-10-13 13:00:00+00:00,78.97006066666667,26.3215,13,2,13,0,88.18579306666668,86.01291406666668,108.4674575,200.96932972812496,-48.103011930623126,-73.89625713083517
2021-10-13 14:00:00+00:00,78.12127911666667,26.3715,14,2,13,0,78.97006066666667,92.97697178333333,105.05880726666666,204.1464217256944,-42.69522443575677,-83.32991817327097
2021-10-13 15:00:00+00:00,75.89326575,26.0715,15,2,13,0,78.12127911666667,86.32475321666668,110.14542116666668,197.22739275416663,-29.78037275730271,-91.55375424686396
2021-10-13 16:00:00+00:00,78.75068981666666,26.021502,16,2,13,0,75.89326575,82.85508239999999,101.93820746666668,188.8454403506944,-25.61201780483985,-84.4827327291879
2021-10-13 17:00:00+00:00,80.56755125,25.9715,17,2,13,0,78.75068981666666,81.51548851666666,99.15788315,186.53348883819444,-26.21158784295227,-79.75434974524218
2021-10-13 18:00:00+00:00,74.44406463333333,25.6215,18,2,13,0,80.56755125,86.90553606666667,97.48949971666666,185.28323108854164,-27.11266830467591,-83.72649815053241
2021-10-13 19:00:00+00:00,74.50086091666667,25.671501,19,2,13,0,74.44406463333333,81.1384825,99.38150871666669,182.0271009559028,-27.62526148599872,-79.90097855323741
2021-10-13 20:00:00+00:00,81.57431638333333,26.421501,20,2,13,0,74.50086091666667,88.31608508333333,109.19710153333334,181.70802911041665,-30.56452863366233,-69.56918409342099
2021-10-13 21:00:00+00:00,91.4350974,25.671501,21,2,13,0,81.57431638333333,101.39595178333336,93.57157493333334,179.80184741423608,-31.77077271068106,-56.59597730355502
2021-10-13 22:00:00+00:00,115.43469548333331,25.5715,22,2,13,0,91.4350974,119.77361941666666,115.43469548333331,177.61459576944443,-25.05981475049016,-37.12008553562096
2021-10-13 23:00:00+00:00,207.93433191666665,26.3215,23,2,13,0,115.43469548333331,220.4034477833333,54.23120175,178.15104631874996,-3.1395964303519466,32.92288202826863
2021-10-14 00:00:00+00:00,326.1685566,27.021502,0,3,14,0,207.93433191666665,307.80192676666667,317.04809931666665,179.3472238128472,27.743341114363684,119.0779916727891
2021-10-14 01:00:00+00:00,364.49888495,27.8215,1,3,14,0,326.1685566,111.83300296666668,324.7122326,181.00082623506935,43.54479499530347,139.95326371962713
2021-10-14 02:00:00+00:00,251.41438845,28.421501,2,3,14,0,364.49888495,351.57985455,340.17741151666667,182.2889276628472,47.87758035725775,21.24788042989505
2021-10-14 03:00:00+00:00,189.89553785,28.8215,3,3,14,0,251.41438845,421.84346238333336,335.8436488666667,183.2957666652777,51.10714901478964,-44.50737783006737
2021-10-14 04:00:00+00:00,269.27684378333333,28.5715,4,3,14,0,189.89553785,439.66263461666665,340.84789068333333,184.30841056388888,52.3914961562403,32.57693706320418
2021-10-14 05:00:00+00:00,353.7060220166667,28.4715,5,3,14,0,269.27684378333333,294.2939037833333,357.62942193333333,185.31542814687495,47.7660253936212,120.62456847617052
2021-10-14 06:00:00+00:00,307.44293738333334,28.171501,6,3,14,0,353.7060220166667,426.8674276,362.48417266666667,186.4725929024305,49.775565777608605,71.1947787032942
2021-10-14 07:00:00+00:00,368.0157021666666,26.7215,7,3,14,0,307.44293738333334,404.8854583166667,364.3932371,187.61274139652772,46.775634586122266,133.62732618401657
2021-10-14 08:00:00+00:00,351.79585891666665,26.421501,8,3,14,0,368.0157021666666,330.24155135,313.9182449833333,188.59318316354168,36.506574833022846,126.69610092010213
2021-10-14 09:00:00+00:00,94.52361546666666,26.4715,9,3,14,0,351.79585891666665,207.57464445,243.1218574,188.7493967291667,11.653490215403323,-105.87927147790336
