DateTime,Global_active_power,temperature,hour,day_of_week,day_of_month,is_weekend,lag_1,lag_24,lag_168,trend,seasonal,residual
2006-12-24 07:00:00,1.4764000000000002,25.0,7,6,24,1,1.8952,2.2291000000000003,1.9967333333333335,2.425177083333333,0.03806452185489934,-0.986841605188232
2006-12-24 08:00:00,1.4277666666666666,24.8,8,6,24,1,1.4764000000000002,1.6493666666666666,1.3033000000000001,2.2779041666666666,0.1435769722517247,-0.9937144722517247
2006-12-24 09:00:00,2.7256666666666667,24.2,9,6,24,1,1.4277666666666666,4.023366666666666,1.6200333333333332,2.124964583333333,-0.0324135411411324,0.633115624474466
2006-12-24 10:00:00,2.6753333333333336,23.8,10,6,24,1,2.7256666666666667,4.190833333333333,1.8905666666666667,1.989422222222222,-0.013313366674794158,0.6992244777859058
2006-12-24 11:00:00,2.0929333333333333,23.2,11,6,24,1,2.6753333333333336,3.2464,2.5490666666666666,1.850875,0.007108034768539328,0.23495029856479394
2006-12-24 12:00:00,1.5,22.8,12,6,24,1,2.0929333333333333,2.972166666666667,3.6289000000000002,1.7077493055555555,0.5201118928866454,-0.7278611984422009
2006-12-24 13:00:00,3.2399333333333336,22.3,13,6,24,1,1.5,3.159,2.4709999999999996,1.6015541666666666,0.6142752113390264,1.0241039553276405
2006-12-24 14:00:00,1.3715333333333333,22.3,14,6,24,1,3.2399333333333336,2.9288000000000003,1.9158666666666666,1.5195965277777779,0.5866455114382326,-0.7347087058826772
2006-12-24 15:00:00,3.0968333333333335,22.2,15,6,24,1,1.3715333333333333,3.4063,1.6607666666666667,1.4595583333333333,0.4539938125295025,1.1832811874704978
2006-12-24 16:00:00,2.0071333333333334,22.1,16,6,24,1,3.0968333333333335,3.757966666666667,2.092633333333333,1.417595138888889,0.2519992560575493,0.33753893838689514
2006-12-24 17:00:00,1.6864999999999999,21.9,17,6,24,1,2.0071333333333334,4.0491,2.9854,1.3757361111111113,0.22631485667632792,0.0844490322125607
2006-12-24 18:00:00,0.5052,21.7,18,6,24,1,1.6864999999999999,4.349100000000001,3.3260333333333336,1.3206750000000003,0.16085043455331197,-0.9763254345533122
2006-12-24 19:00:00,0.45403333333333334,21.5,19,6,24,1,0.5052,3.8794,3.406766666666667,1.2700347222222221,-0.04642548310541816,-0.7695759057834707
2006-12-24 20:00:00,0.4741,21.7,20,6,24,1,0.45403333333333334,4.1178333333333335,3.6971,1.2780291666666665,-0.143748498978434,-0.6601806676882326
2006-12-24 21:00:00,0.4840333333333333,21.6,21,6,24,1,0.4741,4.1814,2.9084,1.277011111111111,-0.35180476137922767,-0.4411730163985501
2006-12-24 22:00:00,0.4797666666666666,21.4,22,6,24,1,0.4840333333333333,3.2884333333333333,3.3615,1.2355138888888888,-0.5199121161106606,-0.23583510611156155
2006-12-24 23:00:00,0.48633333333333334,21.8,23,6,24,1,0.4797666666666666,4.327933333333333,3.040766666666667,1.2395138888888888,-0.45241173732278167,-0.30076881823277385
2006-12-25 00:00:00,0.9995666666666667,23.3,0,0,25,0,0.48633333333333334,4.0280000000000005,1.518,1.2887694444444444,-0.25456452772682225,-0.034638250050955444
2006-12-25 01:00:00,1.2067666666666665,25.6,1,0,25,0,0.9995666666666667,3.2757,0.4377333333333333,1.2970527777777774,-0.099367469646014,0.009081358534903161
2006-12-25 02:00:00,0.438,26.8,2,0,25,0,1.2067666666666665,2.303033333333333,0.2763666666666667,1.2844944444444444,-0.21856760853490298,-0.6279268359095415
2006-12-25 03:00:00,0.5899666666666668,27.9,3,0,25,0,0.438,1.6067666666666667,0.31329999999999997,1.2648215277777777,-0.38190005802985244,-0.2929548030812585
2006-12-25 04:00:00,0.5786666666666667,28.7,4,0,25,0,0.5899666666666668,1.5761,0.2844666666666667,1.275429861111111,-0.3863695782318727,-0.31039361621257167
2006-12-25 05:00:00,0.6201000000000001,28.2,5,0,25,0,0.5786666666666667,1.6319000000000001,0.30993333333333334,1.3223256944444446,-0.10845722974702415,-0.5937684646974204
2006-12-25 06:00:00,0.26406666666666667,28.5,6,0,25,0,0.6201000000000001,1.8952,1.0263333333333333,1.3703083333333335,0.006315472273177823,-1.1125571389398445
2006-12-25 07:00:00,0.6768,25.6,7,0,25,0,0.26406666666666667,1.4764000000000002,0.2935,1.4347527777777778,0.03806452185489934,-0.7960172996326772
2006-12-25 08:00:00,2.6111,25.6,8,0,25,0,0.6768,1.4277666666666666,0.61,1.490554861111111,0.1435769722517247,0.9769681666371642
2006-12-25 09:00:00,1.4934666666666667,24.8,9,0,25,0,2.6111,2.7256666666666667,2.4504333333333337,1.5917187499999996,-0.0324135411411324,-0.0658385421922005
2006-12-25 10:00:00,1.9156666666666666,24.6,10,0,25,0,1.4934666666666667,2.6753333333333336,2.082133333333333,1.7393840277777775,-0.013313366674794158,0.18959600556368333
2006-12-25 11:00:00,3.0446,23.6,11,0,25,0,1.9156666666666666,2.0929333333333333,1.6293333333333335,1.8610715277777772,0.007108034768539328,1.1764204374536835
2006-12-25 12:00:00,2.9126,22.9,12,0,25,0,3.0446,1.5,1.3096333333333334,1.9346256944444444,0.5201118928866454,0.45786241266891003
2006-12-25 13:00:00,2.2249333333333334,22.1,13,0,25,0,2.9126,3.2399333333333336,1.5619333333333332,1.9892208333333332,0.6142752113390264,-0.3785627113390262
2006-12-25 14:00:00,1.7837333333333334,22.4,14,0,25,0,2.2249333333333334,1.3715333333333333,1.7560666666666667,2.0552374999999996,0.5866455114382326,-0.8581496781048988
2006-12-25 15:00:00,1.7403333333333333,22.4,15,0,25,0,1.7837333333333334,3.0968333333333335,1.6820666666666668,2.1350715277777774,0.4539938125295025,-0.8487320069739466
2006-12-25 16:00:00,3.8728333333333333,21.9,16,0,25,0,1.7403333333333333,2.0071333333333334,1.7330333333333334,2.2240909722222226,0.2519992560575493,1.3967431050535615
2006-12-25 17:00:00,2.0718,21.9,17,0,25,0,3.8728333333333333,1.6864999999999999,1.7842999999999998,2.3112048611111113,0.22631485667632792,-0.46571971778743915
2006-12-25 18:00:00,2.4230666666666663,21.2,18,0,25,0,2.0718,0.5052,1.9493,2.3922833333333333,0.16085043455331197,-0.13006710121997903
2006-12-25 19:00:00,1.6295,21.3,19,0,25,0,2.4230666666666663,0.45403333333333334,2.1549,2.487770833333333,-0.04642548310541816,-0.8118453502279147
2006-12-25 20:00:00,1.9771333333333334,21.1,20,0,25,0,1.6295,0.4741,2.402533333333333,2.5338979166666666,-0.143748498978434,-0.4130160843548992
2006-12-25 21:00:00,3.8368666666666664,20.9,21,0,25,0,1.9771333333333334,0.4840333333333333,2.6145,2.571531944444444,-0.35180476137922767,1.6171394836014499
