DateTime,Global_active_power,temperature,hour,day_of_week,day_of_month,is_weekend,lag_1,lag_24,lag_168,trend,seasonal,residual
2006-12-24 07:00:00,1.4764000000000002,25.0,7,6,24,1,1.8952,2.2291000000000003,1.9967333333333335,2.4251770833333333,0.03806452185489935,-0.9868416051882325
2006-12-24 08:00:00,1.4277666666666666,24.8,8,6,24,1,1.4764000000000002,1.6493666666666666,1.3033000000000001,2.2779041666666666,0.14357697225172467,-0.9937144722517246
2006-12-24 09:00:00,2.7256666666666667,24.2,9,6,24,1,1.4277666666666666,4.023366666666666,1.6200333333333332,2.124964583333333,-0.03241354114113245,0.6331156244744661
2006-12-24 10:00:00,2.6753333333333336,23.8,10,6,24,1,2.7256666666666667,4.190833333333333,1.8905666666666667,1.989422222222222,-0.013313366674794158,0.6992244777859058
2006-12-24 11:00:00,2.0929333333333333,23.2,11,6,24,1,2.6753333333333336,3.2464,2.5490666666666666,1.8508749999999998,0.007108034768539343,0.23495029856479413
2006-12-24 12:00:00,1.5,22.8,12,6,24,1,2.0929333333333333,2.972166666666667,3.6289000000000002,1.7077493055555555,0.5201118928866454,-0.7278611984422009
2006-12-24 13:00:00,3.2399333333333336,22.3,13,6,24,1,1.5,3.159,2.4709999999999996,1.6015541666666666,0.6142752113390263,1.0241039553276408
2006-12-24 14:00:00,1.3715333333333333,22.3,14,6,24,1,3.2399333333333336,2.9288000000000003,1.9158666666666666,1.5195965277777779,0.5866455114382325,-0.7347087058826771
2006-12-24 15:00:00,3.0968333333333335,22.2,15,6,24,1,1.3715333333333333,3.4063,1.6607666666666667,1.4595583333333333,0.4539938125295025,1.1832811874704978
2006-12-24 16:00:00,2.0071333333333334,22.1,16,6,24,1,3.0968333333333335,3.757966666666667,2.092633333333333,1.417595138888889,0.25199925605754936,0.3375389383868951
2006-12-24 17:00:00,1.6864999999999999,21.9,17,6,24,1,2.0071333333333334,4.0491,2.9854,1.3757361111111113,0.2263148566763279,0.08444903221256073
2006-12-24 18:00:00,0.5052,21.7,18,6,24,1,1.6864999999999999,4.349100000000001,3.3260333333333336,1.3206750000000003,0.160850434553312,-0.9763254345533123
2006-12-24 19:00:00,0.45403333333333334,21.5,19,6,24,1,0.5052,3.8794,3.406766666666667,1.2700347222222221,-0.046425483105418185,-0.7695759057834707
2006-12-24 20:00:00,0.4741,21.7,20,6,24,1,0.45403333333333334,4.1178333333333335,3.6971,1.2780291666666665,-0.14374849897843406,-0.6601806676882325
2006-12-24 21:00:00,0.4840333333333333,21.6,21,6,24,1,0.4741,4.1814,2.9084,1.277011111111111,-0.35180476137922767,-0.4411730163985501
2006-12-24 22:00:00,0.4797666666666666,21.4,22,6,24,1,0.4840333333333333,3.2884333333333333,3.3615,1.2355138888888888,-0.5199121161106606,-0.23583510611156155
2006-12-24 23:00:00,0.48633333333333334,21.8,23,6,24,1,0.4797666666666666,4.327933333333333,3.040766666666667,1.2395138888888888,-0.45241173732278167,-0.30076881823277385
2006-12-25 00:00:00,0.9995666666666667,23.3,0,0,25,0,0.48633333333333334,4.0280000000000005,1.518,1.2887694444444444,-0.25456452772682214,-0.034638250050955555
2006-12-25 01:00:00,1.2067666666666665,25.6,1,0,25,0,0.9995666666666667,3.2757,0.4377333333333333,1.2970527777777776,-0.09936746964601403,0.009081358534902967
2006-12-25 02:00:00,0.438,26.8,2,0,25,0,1.2067666666666665,2.303033333333333,0.2763666666666667,1.2844944444444444,-0.21856760853490295,-0.6279268359095415
2006-12-25 03:00:00,0.5899666666666668,27.9,3,0,25,0,0.438,1.6067666666666667,0.31329999999999997,1.2648215277777777,-0.38190005802985244,-0.2929548030812585
2006-12-25 04:00:00,0.5786666666666667,28.7,4,0,25,0,0.5899666666666668,1.5761,0.2844666666666667,1.2754298611111112,-0.38636957823187273,-0.31039361621257183
2006-12-25 05:00:00,0.6201000000000001,28.2,5,0,25,0,0.5786666666666667,1.6319000000000001,0.30993333333333334,1.3223256944444444,-0.10845722974702418,-0.5937684646974201
2006-12-25 06:00:00,0.26406666666666667,28.5,6,0,25,0,0.6201000000000001,1.8952,1.0263333333333333,1.3703083333333332,0.0063154722731778605,-1.1125571389398445
2006-12-25 07:00:00,0.6768,25.6,7,0,25,0,0.26406666666666667,1.4764000000000002,0.2935,1.4347527777777775,0.03806452185489935,-0.796017299632677
